HGNC symbol	Chromosome Name	Gene Start (bp)	Gene End (bp)
	10	65424424	65750328
HLA-DMA	HSCHR6_MHC_APD	32899979	32904491
	12	50613387	50623767
MIR1293	12	50627925	50627995
RNU6-1093P	12	50650021	50650127
EMILIN1	2	27301435	27309271
PCDH7	4	30722037	31148422
FLVCR1	1	213031597	213072705
SNORD1B	17	74557191	74557274
NUCB2	11	17229700	17371521
NPM2	8	21881636	21894408
RBAK	7	5085452	5109119
	17	74565874	74567322
SLC44A4	6	31830969	31846823
	17	74591666	74591854
AMOTL2	3	134074716	134094321
RNU6-227P	17	74652402	74652504
ANGPTL6	19	10203014	10213472
	17	74668024	74669740
	17	74699714	74699809
MIR636	17	74732532	74732630
CCNG1	5	162864575	162873157
RNU6-97P	17	74748994	74749097
	17	74795126	74802035
ZC3H13	13	46528600	46626894
LINC00868	17	74846258	74857918
KIF24	9	34252379	34329198
KNG1	3	186435065	186461743
NEDD9	6	11183531	11382581
	17	74946399	74965238
RPL7P43	12	77115314	77116066
	12	77150971	77151694
SLC37A1	21	43916118	44001550
WWP2	16	69796209	69975644
TMEM189	20	48697663	48770335
CLASRP	19	45542298	45574214
	12	77271973	77274132
	17	74953105	74954304
	12	77377859	77378449
	17	75076718	75076850
	17	75077629	75077716
	12	77556706	77556805
	12	77613383	77622473
LINC00338	17	75082798	75091068
KCP	7	128502505	128550773
SIRPB2	20	1451386	1472233
	7	75103973	75115385
DCTPP1	16	30434940	30441396
	7	75123401	75133628
ZNF770	15	35270542	35280488
PFDN6	HSCHR6_MHC_DBB	33235008	33244107
MROH2B	5	40998119	41071444
MED15	22	20850200	20941919
CLDN25	11	113650469	113651222
HSPB11	1	54382247	54411602
PIGN	18	59710800	59854351
ARAP2	4	35949843	36246131
H3F3C	12	31944123	31945175
	15	35270552	35272268
LRRTM4	2	76974845	77820445
HLA-DPA1	HSCHR6_MHC_APD	33015768	33031962
PSMC5	17	61904512	61909379
NOX5	15	69222864	69355083
HOXB13	17	46802125	46806540
PMS2P3	7	75132254	75157478
TMEM50A	1	25664408	25688852
VPS26AP1	3	113638069	113639047
NUDT2	9	34329504	34343709
GDI2P1	7	48942152	48943487
DNM1P48	Y	27632787	27633469
DPH6	15	35509546	35838394
	3	113665852	113666417
NRG3	10	83635070	84746935
PPAN-P2RY11	19	10216899	10225456
	Y	27633431	27633809
WIPI2	7	5229819	5273457
	3	113702884	113703502
	7	48959361	48965612
RN7SL17P	17	20244056	20244356
KIAA1551	12	32112304	32146039
FER	5	108083523	108532542
	3	113822096	113822475
HIST1H4G	6	26246886	26247259
UPF3AP2	17	20278682	20280153
	7	49269733	49294412
MLIP	6	53794780	54131078
	3	113933160	113955051
	12	50678449	50678545
	12	50683977	50684073
	7	49298089	49299442
	12	50684744	50684840
	7	49981847	49984036
VASH2	1	213123862	213165379
GOLGA6L16P	Y	27641798	27648105
USP32P3	17	20318860	20334321
	7	50181136	50182419
CPLX1	4	778745	819986
	5	162866447	162873821
	7	50241835	50243914
ZNF622	5	16451628	16465901
	7	50314386	50315218
PEG3	19	57321445	57352096
RNU6-1091P	7	50503078	50503184
RBM27	5	145583113	145718814
	7	50599457	50611161
NUDCD2	5	162873532	162887146
UBR2	6	42531800	42661242
KIAA1161	9	34366668	34376851
COX11	17	53029263	53046146
TRAPPC11	4	184580420	184634745
SIRPD	20	1514897	1539489
SRP68P3	17	20319105	20320010
SNORD64	15	25230011	25230320
	14	85669193	85705818
FAM106B	17	20320741	20322363
SNORD108	15	25232072	25232142
RNU3P3	14	85738276	85738405
	15	25236633	25236900
	14	85828801	85983278
	15	25264182	25299063
	17	20336519	20337598
DCAF12L2	X	125298337	125300080
PHC1	12	9066492	9094063
HLA-DPB1	HSCHR6_MHC_APD	33027107	33038372
CPB2	13	46627321	46679211
	14	85853619	85855109
ATAD3A	1	1447531	1470067
NOS2P3	17	20339650	20350557
LINC00911	14	85860223	85886418
	10	105239360	105277150
TTLL6	17	46839597	46894576
PIP5K1A	1	151170425	151222012
CEBPB	20	48807376	48809212
PPAN	19	10216965	10225414
	12	50688917	50689013
DCAF12L1	X	125683369	125686834
	14	85991477	85996332
	10	105308832	105310721
SPACA4	19	49110000	49110970
	12	50695577	50695673
	10	105368376	105369807
	12	50697570	50697669
TSEN54	17	73512141	73520820
	14	86401054	86596117
	12	50698425	50698530
CXorf64	X	125953747	125955769
C9orf24	9	34379017	34397830
C6orf183	6	109487036	109592217
	12	50706112	50706217
	10	105432916	105433023
	12	50706430	50706526
	10	105637132	105639519
	12	50707798	50707894
	20	1520790	1600655
ERMN	2	158175137	158184225
	17	20384643	20387304
	14	86481030	86529304
	12	50710006	50710100
GAL3ST4	7	99756867	99766373
	12	50710653	50710749
LRRC42	1	54411750	54433841
YWHAEP3	17	20394636	20394756
ACTRT1	X	127184943	127186382
	14	86798720	86867629
	12	50711462	50711558
	12	50759435	50759869
KRT16P5	17	20396947	20397468
	15	25272883	25277194
RN7SL524P	10	105734277	105734572
ZBTB22	HSCHR6_MHC_COX	33203791	33207330
PWAR6	15	25277020	25281637
MIR936	10	105807847	105807944
GPR107	9	132815705	132902448
SNORD109A	15	25287065	25287575
	12	147052	147377
SNORD116-1	15	25296624	25296718
NLRC4	2	32449522	32490923
ZNF397	18	32820994	32847097
KHK	2	27309615	27323640
	12	77718421	77966055
AGAP3	7	150782918	150841523
	17	72346906	72348271
PTPN1	20	49126891	49201299
POGLUT1	3	119187785	119213555
	12	77773600	77784644
ZFY	Y	2803112	2850547
BTBD17	17	72352555	72358085
	17	75083297	75083384
SIRPB1	20	1544167	1600707
	17	75085986	75087063
NOS2	17	26083792	26127525
	17	75087901	75088024
SYCP3	12	102122426	102133250
	12	78169563	78177356
IQSEC3	12	175931	287626
RPL18	19	49118585	49122793
	17	75099519	75099654
DMD	X	31115794	33357558
TIMM10B	11	6502677	6505909
	17	75104708	75104798
SETD1B	12	122242086	122270562
GAK	4	843064	926161
	12	78445961	78485517
MED11	17	4634723	4636905
	17	75108843	75108930
RNU4-47P	17	75148643	75148756
PIP4K2B	17	36921942	36956379
CYCSP40	17	75195032	75195625
	17	75253819	75277979
GPR142	17	72363546	72368761
HNRNPA0	5	137087075	137090039
SMARCA1	X	128580480	128657477
FANCD2OS	3	10123001	10149915
	17	75260262	75260858
MUC8	12	133049334	133050726
	17	75369900	75373318
MIR4316	17	75393066	75393136
	17	75438191	75438295
	17	75465150	75467127
PDK1	2	173420101	173489823
RNU6-769P	12	51027056	51027159
	17	75465244	75468852
RNU6-238P	12	51050756	51050861
	12	78524117	78524784
	17	75523080	75532674
GPSM1	HG998_2_PATCH	139235598	139267507
SNORD116-2	15	25299357	25299451
	12	78720460	78753526
HIST1H3F	6	26250370	26250835
SNORD116-3	15	25302007	25302101
SNORD116-5	15	25307480	25307574
LCP1	13	46700055	46786006
SNORD116-6	15	25310173	25310268
SNORD116-7	15	25312935	25313029
HMGN3	6	79910962	79944406
BICD1	12	32259769	32536567
	12	78746299	78876799
SNORD116-8	15	25315579	25315673
	Y	27658448	27673933
SNORD116-9	15	25318254	25318348
FBRSL1	12	133066137	133161774
MYOT	5	137203480	137223540
SEPHS2	16	30454952	30457502
IGHVIII-5-2	14	106501831	106502091
	17	75543022	75559325
SNORD116-10	15	25319261	25319362
BRK1	3	10157276	10168874
SNORD116-11	15	25321076	25321167
IGHV3-6	14	106511782	106512231
FAM134B	5	16473147	16617167
SNORD116-12	15	25322198	25322289
SNORD116-13	15	25324205	25324296
IGHV2-10	14	106559546	106559975
	17	75559450	75564777
SNORD116-14	15	25325289	25325380
USP28	11	113668596	113746292
IGHVIII-11-1	14	106576803	106577069
	17	75718954	75724641
SNORD116-15	15	25326434	25326525
IGHV1-12	14	106579014	106579303
SNORD116-16	15	25327915	25328006
RNU1-80P	17	75916180	75916340
UBE2V2P2	17	76062339	76062842
SNORD116-17	15	25328735	25328826
PPP1R32	11	61248592	61258403
IGHVIII-13-1	14	106598995	106599285
	11	6502715	6530208
HIST1H2BH	6	26251879	26252303
SNORD116-18	15	25330532	25330623
RNU6-625P	17	76063028	76063134
C22orf24	22	32329507	32341504
IGHV1-14	14	106602580	106602820
SNORD116-19	15	25331674	25331765
	17	76101532	76102949
ANGEL2	1	213165524	213189168
FAM195B	17	79780287	79791178
HMMR	5	162887209	162918947
IGHVII-15-1	14	106620270	106620489
IGHVIII-16-1	14	106627589	106627721
ORMDL3	17	38077294	38083854
	3	113950245	113951868
HIST1H3G	6	26271146	26271612
PAWR	12	79968759	80084877
DAXX	HSCHR6_MHC_COX	33207945	33218656
	3	114033348	114035026
C15orf41	15	36871812	37102449
DNMT3A	2	25455845	25565459
PJA2	5	108670410	108745695
VHL	3	10182692	10193904
	HSCHR6_MHC_APD	33028357	33030736
MIR568	3	114035322	114035416
	HSCHR6_MHC_APD	28743697	28743804
	HG998_2_PATCH	139230205	139235225
CDY19P	Y	27710269	27712180
	HSCHR6_MHC_APD	28751414	28751785
	HSCHR6_MHC_APD	28763753	28763816
ZBTB20-AS1	3	114070658	114107825
	HSCHR6_MHC_APD	28805650	28806787
LDLRAD1	1	54474412	54483856
FAM219A	9	34398182	34458568
	HSCHR6_MHC_APD	28827406	28831131
YWHAH	22	32340447	32353590
TUBB	HSCHR6_MHC_DBB	30678239	30683464
RPL13P	HSCHR6_MHC_APD	28829197	28829828
DOCK3	3	50712672	51421629
SIRPG	20	1609798	1638425
HIST1H2BI	6	26273144	26273622
ZNF90P2	HSCHR6_MHC_APD	28856613	28857687
FAM65C	20	49202645	49308065
HCG14	HSCHR6_MHC_APD	28864311	28865103
	3	114172440	114238979
USP9YP36	Y	27725937	27734591
TMEM240	1	1470554	1475833
	HSCHR6_MHC_APD	28883427	28883526
ZBTB20-AS2	3	114403427	114406456
HCG15	HSCHR6_MHC_APD	28953985	28955266
HCG16	HSCHR6_MHC_APD	28954582	28956357
TNRC6C-AS1	17	76103479	76107880
MIR4796	3	114462292	114462372
OR2AD1P	HSCHR6_MHC_APD	28994502	28995429
MRM1	17	34958001	34965407
ZBTB20-AS3	3	114591961	114595361
HIST1H4H	6	26281283	26285762
EIF5AP2	17	76153484	76155216
	3	14176717	14189548
OR2J1	HSCHR6_MHC_APD	29068770	29069708
IRAK2	3	10206549	10285427
YBX1P3	3	114649388	114650296
	17	76207699	76207989
MDFIC	7	114562209	114659256
THA1P	17	76244574	76250497
CCER1	12	91299399	91348953
KRBA1	7	149411872	149431664
	HSCHR6_MHC_APD	29092026	29096724
ZBTB20-AS4	3	114819270	114821908
OR2N1P	HSCHR6_MHC_APD	29105693	29106629
LRRC10B	11	61276272	61278482
SSU72	1	1477053	1510249
AEBP1	7	44143960	44154161
	3	114970043	115004194
	HSCHR6_MHC_APD	29234762	29234916
	17	76257430	76274573
NCR3	HSCHR6_MHC_COX	31544080	31548170
PPP1R3C	10	93388199	93392811
DIO2	14	80663873	80854100
OR2U2P	HSCHR6_MHC_APD	29236293	29237252
ITGAL	16	30483979	30534506
	3	114997972	114998707
SNRPB2	20	16710606	16722421
OR2B4P	HSCHR6_MHC_APD	29258560	29259502
NCR3LG1	11	17373273	17398888
GATA3	10	8095567	8117161
	17	76311810	76343879
YIPF4	2	32502979	32541663
USP9YP33	Y	27736470	27738492
	17	76356534	76369992
CDY20P	Y	27764791	27766400
	9	132902889	132906498
	12	51137351	51137467
	12	51150675	51151216
SLC5A1	22	32439019	32509016
UBL4A	X	153712056	153715009
	12	51200118	51200220
RN7SL519P	12	51235283	51235612
	12	51241708	51242095
CWC25	17	36956687	36981734
	12	51333710	51333809
XPC	3	14186647	14220283
NCS1	9	132934857	132999583
	12	51342900	51343167
	12	51407917	51408024
OR2J2	6	29141311	29142351
RNU6-1273P	12	51431282	51431385
	12	51500600	51500927
	2	107099728	107103848
OR14J1	6	29274403	29275519
DNHD1	11	6518490	6614988
	12	51518411	51519164
MAN2A1	5	109025067	109205326
ZNF714	19	21264965	21308073
	7	75142349	75142450
RN7SL642P	7	75209959	75210221
OR5V1	6	29323007	29399744
	7	75464981	75465459
MIR4651	7	75544515	75544587
KRT16P3	17	20404826	20415670
SYT7	11	61282785	61348620
PKD2L2	5	137223657	137278436
	HSCHR6_MHC_APD	29267101	29267640
SIRPA	20	1875154	1920543
EPYC	12	91357456	91398803
RPL7L1P3	7	75552073	75552761
NFKB2	10	104153867	104162281
CXCL16	17	4636821	4643217
OR5V1	HSCHR6_MHC_APD	29390471	29399828
TNKS2	10	93558069	93625033
SNORA14A	7	75573100	75573234
CDK2AP2	11	67273968	67276120
OR12D3	HSCHR6_MHC_APD	29412732	29417960
UBDP1	HSCHR6_MHC_APD	29432454	29437664
MAS1LP1	HSCHR6_MHC_APD	29442883	29443929
TATDN2	3	10289707	10322902
ST6GAL2	2	107418056	107503564
RPS17P1	HSCHR6_MHC_APD	29457130	29457535
CHAMP1	HG531_PATCH	115079988	115092796
	2	127656472	127659673
	HSCHR6_MHC_APD	29465368	29478414
LINC01054	HG531_PATCH	115095034	115099423
SPHK2	19	49122548	49133974
SNORD116-21	15	25332808	25334043
SNORD116-20	15	25332808	25334043
	HG531_PATCH	115111642	115112112
	4	76871883	76878526
LINC01015	HSCHR6_MHC_APD	29497284	29501432
SNORD116-23	15	25336933	25337024
CXCL9	4	76922428	76928641
SNORD116-24	15	25339184	25339275
SNORD116-25	15	25342810	25342901
TSC2	16	2097466	2138716
SNORD116-26	15	25344646	25344741
REG3G	2	79252812	79255631
KERA	12	91444268	91451760
SNORD116-27	15	25346722	25346813
GPR53P	HSCHR6_MHC_APD	29505568	29506651
SNORD116-29	15	25351668	25351750
	17	20410726	20412244
OR2I1P	HSCHR6_MHC_APD	29521110	29522057
ZSCAN30	18	32831032	32870196
SNORD116-30	15	25353415	25353499
LRRC63	13	46786083	46851501
	15	25376125	25376484
HMCN2	9	133046882	133309510
OR2H5P	HSCHR6_MHC_APD	29541800	29542727
P2RX2	12	133195366	133198972
	15	25404368	25404426
	17	20415873	20420792
SLC10A3	X	153715645	153719016
TMEM261P1	15	25414484	25414823
TMEM59	1	54497347	54519177
SNORD115-1	15	25415870	25415951
TMEM183AP1	HSCHR6_MHC_APD	29545351	29545640
SNORD115-2	15	25417782	25417863
ZNF431	19	21324827	21373034
SNORD115-3	15	25420074	25420155
SNORD115-4	15	25421979	25422060
SNORD115-5	15	25423885	25423966
	HSCHR6_MHC_APD	29550140	29550223
SNORD115-6	15	25425644	25425725
	1	1510355	1511373
RPL13AP	HSCHR6_MHC_APD	29550399	29550916
ACSL6	5	131142683	131347936
SNORD115-8	15	25429453	25429534
ZFC3H1	12	72003252	72061505
C1orf233	1	1533392	1535476
SNORD115-9	15	25430778	25430859
GPC2	7	99767229	99774995
TP53BP1	15	43699407	43802926
SNORD115-10	15	25432683	25432763
SUMO2P1	HSCHR6_MHC_APD	29603970	29604253
SNORD115-11	15	25434561	25434642
SNORD115-12	15	25436563	25436644
	3	10291056	10327480
RPS6KC1	1	213224589	213448116
SNORD115-14	15	25440068	25440148
	17	20422625	20432000
RGL2	HSCHR6_MHC_DBB	33237360	33245105
SNORD115-15	15	25442723	25442803
	12	51550651	51550760
SNORD115-16	15	25444595	25444676
DNAI1	9	34457412	34520982
RNU6-199P	12	51556684	51556790
SNORD115-17	15	25446470	25446551
SFTA2	HSCHR6_MHC_QBL	30888704	30889526
HLA-V	HSCHR6_MHC_APD	29758890	29765609
	12	51815740	51818395
MYL4	17	45277812	45301045
SNORD115-18	15	25448374	25448455
GLCE	15	69452923	69564556
SNORD115-19	15	25449504	25449585
GNAI1	7	79763271	79848718
SNORD115-20	15	25451409	25451490
TGIF2LY	Y	3447082	3448082
SNORD115-21	15	25453230	25453310
USP29	19	57630506	57643294
SNORD115-22	15	25455065	25455146
ZNF708	19	21473962	21512227
SNORD115-23	15	25456943	25457024
SNORD115-24	15	25458795	25458876
SNORD115-25	15	25460688	25460769
VAX1	10	118888032	118897812
	14	87402984	87455469
SNORD115-27	15	25465644	25465725
ZNF623	8	144718183	144735900
SNORD115-28	15	25467495	25467575
HCG4	HSCHR6_MHC_APD	29759783	29760757
	14	87717447	87718023
BIRC6	2	32582096	32843966
HNRNPA3P10	12	52106253	52107390
	12	52203489	52204384
	14	87790097	87798734
ZNF24	18	32912176	32925446
HLA-P	HSCHR6_MHC_APD	29768235	29770242
PARD6B	20	49348081	49373332
	12	52211683	52213934
ZIM3	19	57645464	57656570
	14	87819414	88039366
	12	52214243	52216199
	12	52217287	52229280
CD28	2	204571198	204603635
STOX2	4	184774584	184944679
PLAT	8	42032236	42065242
PDYN	20	1959403	1974732
ART3	4	76932337	77033955
ZNF738	19	21541732	21562104
RPL7AP7	HSCHR6_MHC_APD	29771014	29771810
IGHV1-17	14	106631031	106631449
SNORD115-29	15	25468393	25468474
SLC20A1P2	14	106636402	106637113
SNORD115-30	15	25470350	25470431
	17	20429415	20429523
DUXA	19	57665389	57678811
SNORD115-31	15	25472256	25472337
RN7SL236P	17	76366935	76367216
MICG	HSCHR6_MHC_APD	29780382	29780513
SNORD115-32	15	25474114	25474195
	17	20433355	20434194
	17	76396016	76396144
HCG4P7	HSCHR6_MHC_APD	29793554	29794520
SNORD115-33	15	25475985	25476066
PAQR5	15	69591286	69700119
	17	20435561	20436194
SNORD115-34	15	25477534	25477615
PCDH11Y	Y	4868267	5610265
FGF17	8	21899909	21906320
HLA-H	HSCHR6_MHC_APD	29794010	29796732
	17	76480964	76495428
TMEM247	2	46656329	46711564
SNORD115-35	15	25479394	25479475
	17	20446287	20447436
C2orf88	2	190744335	191068210
KCNJ11	11	17407406	17410878
TBC1D3P3	17	20446794	20454276
	17	76518329	76518910
KIF13A	6	17759414	17987854
LSM3	3	14219858	14242619
	9	133274029	133282639
RN7SL454P	17	76528875	76529137
HLA-T	HSCHR6_MHC_APD	29802806	29803937
	HSCHR6_MHC_SSTO	32795638	32801343
	17	76613471	76628139
DDX39BP1	HSCHR6_MHC_APD	29812771	29813137
STXBP4	17	53046088	53241646
MCCD1P1	HSCHR6_MHC_APD	29814010	29814872
MYH10	17	8377523	8534079
HCG4B	HSCHR6_MHC_APD	29832179	29833169
TMEM130	HG946_PATCH	98475800	98500083
GHRL	3	10327359	10334631
HLA-K	HSCHR6_MHC_APD	29832655	29835432
BCAS4	20	49411431	49493714
DPCR1	HSCHR6_MHC_QBL	30898353	30911572
HLA-DQA2	HSCHR6_MHC_SSTO	32799929	32805799
STK35	20	2082257	2157684
ZNF493	19	21579921	21610375
CYTIP	2	158271131	158345473
HLA-U	HSCHR6_MHC_APD	29838543	29838728
FRZB	2	183698002	183731890
ZNF264	19	57702868	57724724
HCG4P5	HSCHR6_MHC_APD	29846341	29847333
	12	52242007	52246513
HLA-W	HSCHR6_MHC_APD	29860828	29862802
PPP1CC	12	111157485	111180744
	12	52294349	52295120
MSTN	2	190920423	190927455
RNU6-574P	12	52381441	52381547
DDX39BP2	HSCHR6_MHC_APD	29897440	29897836
	12	52452243	52453287
ATR	3	142168077	142297668
MCCD1P2	HSCHR6_MHC_APD	29898668	29899545
	12	52470625	52475868
KIAA0226L	13	46916139	47012325
KCNK18	10	118957000	118969810
	HSCHR6_MHC_QBL	30941073	30947468
OR7E47P	12	52473480	52502045
M6PR	12	9092959	9102551
SUPT6H	17	26989109	27029697
	HSCHR6_MHC_APD	29905242	29966257
TGM3	20	2276647	2321724
SLC18A2	10	119000604	119038941
TINAG	6	54172657	54254950
HLA-DQB2	HSCHR6_MHC_SSTO	32814683	32822138
CD164	6	109687717	109703762
UBA3	3	69103881	69129559
OTOR	20	16729003	16750707
	19	21587961	21674068
DAGLA	11	61447905	61514473
ENPP6	4	185009859	185142383
RGPD4	2	108443388	108507297
SNORD115-36	15	25481232	25481313
SNORD115-37	15	25483133	25483214
PSMD4	1	151227179	151239955
SNORD115-38	15	25484985	25485066
SNORD115-39	15	25486893	25486974
SLC29A4	7	5314000	5346501
SNORD115-40	15	25488761	25488842
ASS1	9	133320316	133376661
ZNF429	19	21679484	21739072
SNORD115-41	15	25490625	25490706
SNORD115-42	15	25492492	25492573
	7	50907060	50909689
RPH3A	12	113008184	113336686
ZNF296	19	45574758	45579846
SNORD115-43	15	25494345	25494426
	7	75700787	75704281
	7	50911275	50911429
SNORD115-44	15	25496006	25496087
P2RY11	19	10222214	10226048
TRRAP	HG946_PATCH	98507245	98642555
RNU6-863P	7	75716762	75716865
SNORD115-45	15	25509657	25509737
SNORD115-47	15	25513613	25513698
	7	50934444	51090687
HCG4P3	HSCHR6_MHC_APD	29910349	29911344
	7	75719749	75738097
GNPTAB	12	102139275	102224716
SNORD115-48	15	25514930	25515005
	7	51003047	51003190
SNORD109B	15	25523490	25523556
RPL7L1P2	7	51327126	51327864
	15	25590780	25592382
	7	75737752	75738081
HLA-J	HSCHR6_MHC_APD	29910811	29914184
	15	25729978	25823938
	7	75742116	75742214
	15	25826116	25826269
CICP17	7	51449981	51452357
HLA-DOB	HSCHR6_MHC_SSTO	32870615	32874900
GEMIN7	19	45582453	45594782
RNA5SP390	15	25983655	25983767
	7	51452463	51452868
	15	26063130	26063217
MIR609	10	105978547	105978641
MIR4715	15	26093894	26093972
	7	51454060	51454798
MIR4482-1	10	106028080	106028177
	15	26110442	26122358
C10orf90	10	128113566	128359079
LHX1	17	35294084	35301917
	10	106071899	106073639
ENHO	9	34521038	34523039
RASL10B	17	34058668	34070540
	10	106083127	106086762
ABCC8	11	17414432	17498449
	15	26147507	26298267
ZNF100	19	21905568	21950430
	HSCHR6_MHC_QBL	30964801	30993617
	HG946_PATCH	98424030	98424136
PPP1R12A	12	80167343	80329240
MIR3609	HG946_PATCH	98510962	98511041
	HSCHR6_MHC_QBL	31021149	31025764
	HG946_PATCH	98514302	98514402
	HSCHR6_MHC_QBL	31028015	31031837
ETF1P1	HSCHR6_MHC_APD	29936292	29937582
C6orf15	HSCHR6_MHC_QBL	31071421	31072757
SLC6A12	12	299243	323736
	17	79780293	79784533
	HSCHR6_MHC_APD	29993432	29993564
C22orf42	22	32544993	32555309
TRIM31-AS1	HSCHR6_MHC_APD	30016327	30019333
HELLS	10	96305547	96373662
	HSCHR6_MHC_APD	30037417	30037578
PAIP1P1	HSCHR6_MHC_APD	30091368	30093191
CENPQ	6	49431091	49460820
	7	51456127	51456811
ROBO2P1	7	51667982	51668269
HCG17	HSCHR6_MHC_APD	30138607	30302143
PSORS1C1	HSCHR6_MHC_QBL	31074948	31100262
	17	20448684	20453265
	7	51681947	51698566
ADNP	20	49505585	49547958
	17	20457450	20457693
TGM6	20	2361554	2413399
RN7SL292P	7	51784354	51784615
	12	52478528	52486069
	7	52232931	52260609
	17	20458284	20462723
ZNF43	19	21987752	22034927
ATP2C1	3	130569439	130735556
	7	52337133	52337265
SERTAD2	2	64858755	64978139
CNNM4	2	97426639	97477628
CTLA4	2	204732509	204738683
TRIM26BP	HSCHR6_MHC_APD	30142869	30146845
	Y	5306691	5312605
	7	52391494	52391585
BTN3A2	6	26365387	26378546
	7	52959530	52965500
CNTFR	9	34551430	34590121
	5	115298151	115363316
GAS2L2	17	34071530	34079897
LRRC3C	17	38097727	38101000
HPD	12	122277433	122301502
TSPY2	Y	6114264	6117060
	7	75742344	75742718
HCG18	HSCHR6_MHC_APD	30266817	30303159
	7	75747043	75761505
CAST	5	95860971	96115299
	7	75803051	75806523
LUM	12	91496406	91505608
TCEANC2	1	54519260	54578192
CCDC147-AS1	10	106111349	106113333
PROX1	1	214156524	214214595
RFPL2	22	32586422	32600718
	10	106159563	106159661
MARK4	19	45582546	45808541
RN7SL212P	7	75918108	75918371
DYSF	2	71680852	71913898
	10	106234697	106240032
	7	75991085	75991430
	7	53070113	53071122
FDPSP2	7	76099479	76100375
	10	106375860	106376731
	7	76103904	76108173
HAUS6P1	7	53255081	53256631
SORCS3-AS1	10	106424366	106425958
DPY19L4	8	95731931	95806064
AIF1	HSCHR6_MHC_COX	31570375	31572212
FAM3A	X	153733350	153744566
	15	26173293	26173722
	7	76150928	76151391
IRF2	4	185308867	185395734
EIF3G	19	10225693	10230596
	7	53383842	53384433
RNU6-463P	10	107294417	107294523
RNU1-14P	7	53433751	53433902
	10	107445141	107445623
	7	76152922	76153023
RN7SKP218	7	53557841	53558132
	15	26254087	26254221
AURKC	19	57742377	57746916
	7	76153832	76162009
	7	53582685	53584809
	15	26295685	26297423
YWHAZP5	10	107446080	107446809
	7	53626907	53635942
	10	107568533	107578955
	7	76163011	76170884
LINC00929	15	26360960	26378184
RHCE	1	25688740	25756683
TAP2	HSCHR6_MHC_SSTO	32879675	32896470
	10	107900022	107948480
POU4F3	5	145718587	145720083
HLA-N	HSCHR6_MHC_APD	30327431	30327565
	HSCHR6_MHC_APD	30332249	30332336
HCG19P	HSCHR6_MHC_APD	30335294	30335927
CLEC18A	16	69984810	69998141
UBQLN1P1	HSCHR6_MHC_APD	30339126	30340294
GSDMA	17	38119226	38134019
	HSCHR6_MHC_APD	30340493	30340616
	15	26640219	26691921
KIF23	15	69706585	69740764
MMP28	17	34083268	34122711
	HSCHR6_MHC_APD	30344193	30344910
	HSCHR6_MHC_APD	30358535	30358619
	15	26902177	26903910
	HSCHR6_MHC_APD	30368502	30368589
HTR2B	2	231972944	231989832
	1	54569968	54571750
SH3BGRL	X	80457442	80554046
	HSCHR6_MHC_APD	30369017	30369104
RNU6-638P	17	76692776	76692879
SLC5A4	22	32614465	32651328
	15	27096279	27096757
RPL9P29	17	76842035	76842950
MICC	HSCHR6_MHC_APD	30390730	30395334
	17	76851560	76851926
CDCP2	1	54598747	54619443
TVP23BP1	15	27210064	27215532
GLYATL3	6	49467671	49494760
GLP1R	6	39016574	39055519
SLC6A6	3	14444076	14530857
CGREF1	2	27321757	27341995
	HSCHR6_MHC_APD	30403283	30403496
SMARCD2	17	61909444	61920425
	HSCHR6_MHC_APD	30432997	30433120
	HSCHR6_MHC_APD	30485727	30485799
	1	54606897	54665746
CD36	7	79998891	80308593
	10	108309864	108310879
	HSCHR6_MHC_APD	30487452	30487536
	HSCHR6_MHC_APD	30488552	30488639
	HSCHR6_MHC_APD	30492289	30495243
FAM47A	X	34147869	34150447
RNA5SP325	10	108729779	108729908
	HSCHR6_MHC_APD	30506512	30507598
	1	54635333	54637997
	HSCHR6_MHC_APD	30508918	30509042
	HSCHR6_MHC_APD	30514699	30514919
TMEM47	X	34645181	34675405
SEC13	3	10334815	10362862
	HSCHR6_MHC_APD	30515142	30515229
C6orf141	6	49518113	49529620
	HSCHR6_MHC_APD	30525031	30525152
CDSN	HSCHR6_MHC_QBL	31075288	31080647
RFPL3	22	32750872	32757148
RPL7P4	HSCHR6_MHC_APD	30672830	30673559
MDC1-AS1	HSCHR6_MHC_APD	30679091	30689207
SMYD2	1	214454445	214510474
SNRPB	20	2442280	2451499
	HSCHR6_MHC_APD	31006269	31011068
IGHV3-19	14	106653371	106653661
HCG22	HSCHR6_MHC_APD	31033296	31038966
	14	106663246	106665214
FAM47B	X	34960913	34963034
TCERG1	5	145826874	145891524
	14	106663421	106663529
RNA5SP326	10	109221318	109221427
PSORS1C2	HSCHR6_MHC_QBL	31097761	31099575
IGHVII-20-1	14	106669468	106669951
	HSCHR6_MHC_APD	31039064	31039247
FUBP3	9	133454352	133513739
RPP25L	9	34610483	34612101
	HSCHR6_MHC_APD	31475776	31475877
IGHV3-22	14	106714360	106714821
ZMYND15	17	4643319	4649411
PPIAP9	HSCHR6_MHC_APD	31498549	31499360
DPM1	20	49551404	49575092
IGHVII-22-1	14	106719955	106720219
CYB5RL	1	54638009	54665709
IGHVIII-22-2	14	106721281	106721308
	7	53723202	53879624
POU3F4	X	82763269	82764775
	10	109517591	109871360
HOMER2P2	14	106743406	106744252
MAGEB16	X	35816459	35821852
RFPL3S	22	32755893	32778039
ARMC9	2	232063260	232239548
